marker	mapped_alignments.CRH01	mapped_alignments.CRH02	mapped_alignments.CRH03	mapped_alignments.CRH04	mapped_alignments.CRH05	samples_supported	minimum_count	total_count	gene
anura-00567_exog-ex2	658	84	160	747	898	5	84	2547	exog
anura-02385_adgrv1	836	84	290	557	637	5	84	2404	adgrv1
ranoidea-03500_sppl3-ex2	398	84	152	955	308	5	84	1897	sppl3
anura-03874_asmtl	623	97	84	643	322	5	84	1769	asmtl
anura-04880_anon-2886	345	84	201	385	319	5	84	1334	anon-2886
anura-00380_cc2d2a-ex3	270	84	209	248	242	5	84	1053	cc2d2a
anura-05126_adsl-ex2	283	84	117	156	256	5	84	896	adsl
anura-05082_ppil4-ex2	243	95	149	299	84	5	84	870	ppil4
ranoidea-07329_uce-0255	143	84	119	138	93	5	84	577	uce-0255
anura-02307_sirt1	819	83	173	659	824	5	83	2558	sirt1
anura-05006_ppapdc3-ex2	797	83	163	476	635	5	83	2154	ppapdc3
anura-03620_anon-2325	457	83	267	551	521	5	83	1879	anon-2325
ranoidea-06467_lhx8	463	83	188	481	408	5	83	1623	lhx8
anura-04031_zranb32-ex4	1050	83	167	110	109	5	83	1519	zranb32
anura-00414_gapvd1-ex6	496	83	195	274	426	5	83	1474	gapvd1
ranoidea-06276_sorbs1-ex2	437	83	112	281	477	5	83	1390	sorbs1
ranoidea-03407_anon-1914	83	101	137	392	252	5	83	965	anon-1914
anura-01112_anon-1288	146	83	127	279	188	5	83	823	anon-1288
anura-06206_uce-7729	110	83	103	100	129	5	83	525	uce-7729
ranoidea-00489_samd12	1305	82	165	1311	344	5	82	3207	samd12
anura-05117_thoc3-ex3	82	170	671	824	706	5	82	2453	thoc3
anura-04969_fads2-ex1	605	82	203	397	560	5	82	1847	fads2
ranoidea-03679_anon-2000	325	82	207	440	491	5	82	1545	anon-2000
ranoidea-01624_mbd2	335	82	156	351	528	5	82	1452	mbd2
anura-04923_samd4b-ex1	343	123	82	283	349	5	82	1180	samd4b
anura-00670_mrc2-ex2	315	82	128	288	330	5	82	1143	mrc2
anura-03821_cdh20	385	82	131	275	199	5	82	1072	cdh20
ranoidea-00881_stau2	259	98	140	82	264	5	82	843	stau2
ranoidea-00595_anon-1054	288	82	147	159	165	5	82	841	anon-1054
anura-02912_mtmr14	123	107	126	135	82	5	82	573	mtmr14
anura-04557_sesn1	130	82	97	100	116	5	82	525	sesn1
anura-00070_tp53inp1	1720	81	206	1488	1727	5	81	5222	tp53inp1
anura-01313_sin3a-ex2	747	81	332	1063	1062	5	81	3285	sin3a
ranoidea-01864_sh3kbp1-ex2	516	150	81	696	472	5	81	1915	sh3kbp1
anura-05062_ubfd1	446	81	141	671	365	5	81	1704	ubfd1
anura-01199_oxt	469	81	249	481	314	5	81	1594	oxt
ranoidea-06715_abca3-ex1	393	298	195	115	81	5	81	1082	abca3
ranoidea-05778_ap3d1	275	81	153	313	153	5	81	975	ap3d1
anura-00196_rgs9	302	81	110	208	192	5	81	893	rgs9
ranoidea-02724_anon-1686	138	81	184	139	238	5	81	780	anon-1686
ranoidea-02625_wdr19-ex1	151	140	81	219	176	5	81	767	wdr19
ranoidea-00130_xpr1-ex3	1479	80	182	1239	755	5	80	3735	xpr1
ranoidea-04284_anon-2191	1029	80	119	909	905	5	80	3042	anon-2191
ranoidea-07255_dpp8-ex2	868	80	493	794	621	5	80	2856	dpp8
ranoidea-05136_dopey2-ex5	605	80	107	538	739	5	80	2069	dopey2
ranoidea-06260_anon-2811	544	80	154	366	760	5	80	1904	anon-2811
anura-04840_prickle4	408	177	80	663	528	5	80	1856	prickle4
anura-00184_ngef-ex3	436	80	150	382	267	5	80	1315	ngef
anura-03693_galnt2	415	80	177	398	209	5	80	1279	galnt2
anura-04104_dhrs13-ex1	182	80	143	255	326	5	80	986	dhrs13
anura-04878_lama1-ex1	291	80	124	196	238	5	80	929	lama1
anura-06075_uce-5924	220	80	177	246	184	5	80	907	uce-5924
ranoidea-05447_acsm3-ex1	211	80	150	245	182	5	80	868	acsm3
anura-06063_uce-5713	195	80	187	135	129	5	80	726	uce-5713
ranoidea-07383_uce-7265	120	80	189	158	156	5	80	703	uce-7265
ranoidea-05978_ipo8-ex5	104	80	189	98	208	5	80	679	ipo8
anura-06000_trip12	178	80	152	103	124	5	80	637	trip12
ranoidea-03806_anon-2054	901	79	298	1124	603	5	79	3005	anon-2054
ranoidea-00046_loc100145332	649	79	173	813	798	5	79	2512	loc100145332
anura-05279_fam171a1-ex1	502	79	200	728	631	5	79	2140	fam171a1
anura-05002_zer1-ex2	467	79	139	520	749	5	79	1954	zer1
ranoidea-03048_disp1-ex1	671	79	174	442	565	5	79	1931	disp1
ranoidea-04858_anon-2382	385	190	79	275	624	5	79	1553	anon-2382
ranoidea-00935_ropn1l	378	79	101	392	334	5	79	1284	ropn1l
ranoidea-01273_hectd1-ex3	324	79	212	124	207	5	79	946	hectd1
anura-05805_uce-2349	193	79	153	212	173	5	79	810	uce-2349
anura-05264_tmem79	105	147	276	88	79	5	79	695	tmem79
anura-05748_uce-1430	146	79	94	145	133	5	79	597	uce-1430
anura-05722_uce-1138	157	79	93	138	106	5	79	573	uce-1138
anura-05789_uce-2036	125	79	131	100	93	5	79	528	uce-2036
ranoidea-03320_c5h3orf33	83	110	79	103	132	5	79	507	c5h3orf33
anura-01491_dennd1a	3745	78	131	3623	3573	5	78	11150	dennd1a
anura-03449_c1orf74	2359	78	229	2940	1999	5	78	7605	c1orf74
anura-04577_anon-2750	887	195	78	799	707	5	78	2666	anon-2750
anura-03515_anon-2291	620	89	78	590	724	5	78	2101	anon-2291
ranoidea-02779_kdm2a-ex3	1087	78	82	232	471	5	78	1950	kdm2a
anura-01026_klhl7	381	78	105	591	724	5	78	1879	klhl7
anura-00172_ppargc1b	524	78	163	593	514	5	78	1872	ppargc1b
ranoidea-05424_tmco3-ex2	551	78	164	505	536	5	78	1834	tmco3
ranoidea-04434_crym-ex2	548	78	187	159	489	5	78	1461	crym
anura-00747_sgpp1	544	78	122	379	316	5	78	1439	sgpp1
anura-05039_pard3-ex3	388	78	111	386	436	5	78	1399	pard3
ranoidea-02717_dfnb31-ex2	239	78	133	464	445	5	78	1359	dfnb31
ranoidea-05037_anon-2434	584	78	123	312	144	5	78	1241	anon-2434
anura-03838_wdtc1	219	78	201	314	308	5	78	1120	wdtc1
anura-03331_kdm7a-ex1	192	78	166	363	247	5	78	1046	kdm7a
ranoidea-04274_cabp1	335	78	168	233	216	5	78	1030	cabp1
anura-00659_sirt7-ex1	293	92	78	204	357	5	78	1024	sirt7
anura-03209_anon-2154	319	113	78	167	252	5	78	929	anon-2154
anura-00708_dhtkd1-ex5	155	78	105	329	250	5	78	917	dhtkd1
anura-05876_uce-3223	141	78	173	204	190	5	78	786	uce-3223
anura-05777_uce-1925	120	78	115	120	158	5	78	591	uce-1925
anura-02582_thrsp	1077	249	375	1707	77	5	77	3485	thrsp
ranoidea-02743_anon-1689	1133	77	124	873	509	5	77	2716	anon-1689
anura-00666_itgb3-ex2	583	77	278	692	500	5	77	2130	itgb3
ranoidea-01840_pcm1-ex3	654	77	186	570	489	5	77	1976	pcm1
anura-04132_ddb2-ex2	539	77	125	500	338	5	77	1579	ddb2
ranoidea-03321_slc33a1-ex1	312	77	140	492	336	5	77	1357	slc33a1
anura-03780_prpf8-ex2	281	77	89	379	374	5	77	1200	prpf8
ranoidea-05174_sec16b-ex2	296	77	82	392	342	5	77	1189	sec16b
ranoidea-02854_acin1-ex1	149	77	152	320	251	5	77	949	acin1
anura-00155_stil	304	77	160	176	213	5	77	930	stil
anura-02476_ipo9-ex3	291	77	94	236	173	5	77	871	ipo9
anura-03850_gfer-ex1	134	77	124	118	83	5	77	536	gfer
anura-02755_anon-1969	1524	76	141	1459	1536	5	76	4736	anon-1969
anura-01189_pcyox1-ex3	2439	76	96	635	1302	5	76	4548	pcyox1
ranoidea-02829_mfsd6	1152	76	141	1538	1437	5	76	4344	mfsd6
anura-00432_mrpl44	777	76	124	1344	1043	5	76	3364	mrpl44
ranoidea-07075_fanca-ex2	1111	76	249	752	760	5	76	2948	fanca
anura-02813_aar2-ex1	518	76	108	587	397	5	76	1686	aar2
ranoidea-00640_dlec1l-ex1	256	76	77	292	307	5	76	1008	dlec1l
anura-05659_uce-0287	237	76	197	170	199	5	76	879	uce-0287
anura-05149_kiaa1524-ex3	287	86	76	279	129	5	76	857	kiaa1524
anura-05800_eif5-ex2	216	76	104	196	219	5	76	811	eif5
ranoidea-04374_sash1	180	78	76	193	192	5	76	719	sash1
anura-05697_uce-0765	173	76	141	145	154	5	76	689	uce-0765
ranoidea-01351_rnf145-ex5	90	76	138	78	184	5	76	566	rnf145
ranoidea-02223_sirt4-ex2	1440	76	75	1419	1329	5	75	4339	sirt4
anura-00485_sbk1	1106	75	143	1237	1542	5	75	4103	sbk1
anura-05620_zbed4	295	75	121	1033	561	5	75	2085	zbed4
ranoidea-00338_upp2	453	75	126	469	362	5	75	1485	upp2
ranoidea-04349_mtmr12-ex2	276	75	88	509	352	5	75	1300	mtmr12
ranoidea-00888_nat10-ex3	254	75	179	202	361	5	75	1071	nat10
anura-06216_uce-7843	248	75	116	215	224	5	75	878	uce-7843
anura-05844_uce-2816	182	75	91	210	148	5	75	706	uce-2816
anura-05861_uce-3055	75	85	128	98	84	5	75	470	uce-3055
ranoidea-01308_loc100493526	15890	129	74	452	466	5	74	17011	loc100493526
ranoidea-04905_smarcc2	1207	74	272	989	676	5	74	3218	smarcc2
ranoidea-03282_ubxn1-ex1	489	74	111	605	278	5	74	1557	ubxn1
anura-02165_nlgn2	400	74	167	225	272	5	74	1138	nlgn2
ranoidea-00753_arhgap18l	330	92	74	266	367	5	74	1129	arhgap18l
ranoidea-05268_h2afy-ex1	308	74	115	339	282	5	74	1118	h2afy
anura-04390_mettl3-ex2	393	74	163	316	154	5	74	1100	mettl3
anura-03825_hacl1-ex4	319	74	106	282	252	5	74	1033	hacl1
ranoidea-03851_gli2-ex3	192	74	126	254	262	5	74	908	gli2
anura-02321_katnbl1-ex1	287	74	93	158	236	5	74	848	katnbl1
anura-05966_uce-4446	160	74	139	146	183	5	74	702	uce-4446
ranoidea-02197_myo18b-ex4	99	74	146	169	137	5	74	625	myo18b
ranoidea-02821_loc108706470-ex2	74	130	104	129	111	5	74	548	loc108706470
ranoidea-03895_loc100489307-ex4	1338	256	73	989	427	5	73	3083	loc100489307
anura-02513_fermt3-ex3	760	73	280	1111	768	5	73	2992	fermt3
anura-01815_tnrc6a-ex2	854	73	124	735	786	5	73	2572	tnrc6a
anura-01695_trmt1l-ex1	358	73	228	350	403	5	73	1412	trmt1l
anura-05320_anon-3056	261	73	291	287	352	5	73	1264	anon-3056
anura-02121_kiaa1211ls	258	73	139	244	253	5	73	967	kiaa1211ls
ranoidea-04822_anon-2364	155	73	146	311	269	5	73	954	anon-2364
anura-04928_ltbp4-ex1	231	92	73	311	194	5	73	901	ltbp4
ranoidea-05354_trmt13l	269	76	73	192	223	5	73	833	trmt13l
ranoidea-01643_ipo11	114	73	116	228	258	5	73	789	ipo11
ranoidea-02318_pfas-ex7	96	90	73	155	110	5	73	524	pfas
anura-00489_mogat12-ex1	689	72	142	1198	1150	5	72	3251	mogat12
anura-00148_znf609-ex1	558	72	389	801	827	5	72	2647	znf609
anura-01846_telo2-ex3	875	1165	72	181	206	5	72	2499	telo2
anura-00959_loc108716647	659	72	175	579	506	5	72	1991	loc108716647
anura-00266_cant1	584	72	129	470	551	5	72	1806	cant1
anura-02454_fuca2-ex3	439	72	98	562	432	5	72	1603	fuca2
ranoidea-02454_rc3h1	570	72	80	643	236	5	72	1601	rc3h1
anura-03372_tsr3-ex2	504	72	188	492	322	5	72	1578	tsr3
anura-01271_pparg	332	72	169	499	422	5	72	1494	pparg
ranoidea-06156_ercc5-ex3	438	72	114	488	239	5	72	1351	ercc5
anura-02242_usp9x-ex2	205	73	72	361	491	5	72	1202	usp9x
anura-02331_actr6	284	72	124	328	233	5	72	1041	actr6
anura-00715_prr12l	235	72	73	275	216	5	72	871	prr12l
ranoidea-05787_anon-2685	264	72	96	179	182	5	72	793	anon-2685
ranoidea-04014_coq7-ex1	143	72	152	91	181	5	72	639	coq7
anura-05445_rbbp8	84	72	138	95	100	5	72	489	rbbp8
anura-04476_ugt3a2-ex2	5384	122	71	1238	2355	5	71	9170	ugt3a2
anura-01225_crat1-ex3	542	71	212	372	1435	5	71	2632	crat1
anura-04046_mcoln2l-ex1	693	71	240	520	938	5	71	2462	mcoln2l
ranoidea-02360_morc2-ex1	591	85	71	788	739	5	71	2274	morc2
ranoidea-01193_c21orf91	478	79	71	672	812	5	71	2112	c21orf91
ranoidea-06861_nme9-ex1	865	84	71	364	645	5	71	2029	nme9
anura-03667_banp-ex1	236	71	157	570	231	5	71	1265	banp
ranoidea-01421_rln3	276	71	251	327	308	5	71	1233	rln3
ranoidea-02193_kiaa1671	239	71	114	430	367	5	71	1221	kiaa1671
ranoidea-06220_znfx1-ex1	187	71	101	366	281	5	71	1006	znfx1
anura-04057_scfd2-ex1	289	71	99	146	344	5	71	949	scfd2
anura-05839_uce-2781	209	71	135	165	140	5	71	720	uce-2781
anura-00540_xab2-ex4	163	88	71	220	107	5	71	649	xab2
anura-02037_ggcx-ex2	110	71	110	147	195	5	71	633	ggcx
anura-06004_uce-5011	93	71	91	119	140	5	71	514	uce-5011
anura-00556_csrnp1-ex1	501	70	443	501	474	5	70	1989	csrnp1
anura-03750_erbb3-ex2	650	91	70	569	506	5	70	1886	erbb3
ranoidea-07080_fbxo8	470	70	176	618	492	5	70	1826	fbxo8
anura-04023_fasn-ex2	728	207	70	473	279	5	70	1757	fasn
ranoidea-05340_ik	455	94	70	558	450	5	70	1627	ik
anura-01270_tsen2l-ex1	304	70	183	448	484	5	70	1489	tsen2l
anura-00323_c1s-ex2	365	70	93	427	180	5	70	1135	c1s
ranoidea-06107_xrcc6-ex1	275	70	167	290	317	5	70	1119	xrcc6
anura-00881_rnf31-ex1	226	70	88	329	271	5	70	984	rnf31
ranoidea-05059_mtmr4-ex2	259	118	70	231	279	5	70	957	mtmr4
anura-01247_cdh11-ex1	70	111	279	147	168	5	70	775	cdh11
anura-00863_fancm-ex1	112	89	70	228	157	5	70	656	fancm
anura-06160_uce-7053	179	70	109	151	111	5	70	620	uce-7053
anura-01889_rabgap1l-ex2	163	70	89	142	132	5	70	596	rabgap1l
anura-02359_loc108704915	74	104	141	70	162	5	70	551	loc108704915
anura-02304_degs1	123	75	70	126	152	5	70	546	degs1
ranoidea-04080_anon-2121	185	104	76	83	70	5	70	518	anon-2121
anura-05997_uce-4939	70	71	84	97	78	5	70	400	uce-4939
anura-05097_irf2	847	69	75	495	620	5	69	2106	irf2
ranoidea-02328_pou2f1-ex1	890	69	91	406	274	5	69	1730	pou2f1
anura-02091_adgra2	519	69	157	491	454	5	69	1690	adgra2
anura-03815_ankrd9	421	69	189	600	411	5	69	1690	ankrd9
anura-00943_pigg-ex2	541	97	69	365	410	5	69	1482	pigg
anura-02956_parp1-ex3	354	69	99	434	419	5	69	1375	parp1
anura-02916_plxnb1-ex1	204	69	155	367	371	5	69	1166	plxnb1
ranoidea-07342_uce-2051	353	69	72	429	199	5	69	1122	uce-2051
ranoidea-02850_efs-ex2	234	69	146	306	246	5	69	1001	efs
ranoidea-05768_myo16	373	105	203	69	143	5	69	893	myo16
ranoidea-03148_srebf2-ex1	192	69	101	206	232	5	69	800	srebf2
anura-05774_uce-1898	188	69	130	211	175	5	69	773	uce-1898
ranoidea-02270_kiaa0226-ex2	169	69	96	231	174	5	69	739	kiaa0226
anura-05701_uce-0788	113	69	134	169	149	5	69	634	uce-0788
anura-05684_uce-0618	151	70	107	150	69	5	69	547	uce-0618
anura-03631_mettl21a	69	75	83	95	123	5	69	445	mettl21a
ranoidea-07252_vwa9-ex2	4465	68	101	121	133	5	68	4888	vwa9
anura-00893_trafd1	2478	68	247	1135	871	5	68	4799	trafd1
ranoidea-06094_thrap3	913	68	92	1162	1035	5	68	3270	thrap3
anura-04881_twsg1-ex1	982	68	74	556	742	5	68	2422	twsg1
ranoidea-06689_loc101733641	1313	68	82	388	257	5	68	2108	loc101733641
ranoidea-02071_phf14-ex1	502	68	147	490	367	5	68	1574	phf14
anura-06147_vegfa	337	68	209	300	345	5	68	1259	vegfa
anura-03487_ensa	215	68	90	520	337	5	68	1230	ensa
anura-04273_lamb3-ex2	323	68	203	240	327	5	68	1161	lamb3
ranoidea-02840_sec22c	376	68	156	296	242	5	68	1138	sec22c
ranoidea-02007_rgs12l-ex2	327	68	85	269	333	5	68	1082	rgs12l
ranoidea-03620_ankib1-ex1	253	68	113	266	277	5	68	977	ankib1
ranoidea-00586_sqrdl-ex2	189	68	114	178	160	5	68	709	sqrdl
anura-05705_uce-0884	161	68	116	116	93	5	68	554	uce-0884
anura-04406_c3orf38	861	67	180	1048	1083	5	67	3239	c3orf38
ranoidea-00747_ambra1-ex2	977	67	76	776	979	5	67	2875	ambra1
anura-03793_elac1-ex3	707	101	67	812	544	5	67	2231	elac1
anura-04351_dhx34-ex5	377	67	164	410	594	5	67	1612	dhx34
anura-06224_uce-7917	360	67	296	273	201	5	67	1197	uce-7917
ranoidea-06867_olfml3	300	100	67	301	299	5	67	1067	olfml3
ranoidea-03495_shprh	409	67	106	273	194	5	67	1049	shprh
anura-05631_bmp2	233	67	89	236	244	5	67	869	bmp2
anura-01137_tm7sf2-ex2	244	67	97	193	143	5	67	744	tm7sf2
ranoidea-06205_gtf3c5-ex3	219	67	196	173	80	5	67	735	gtf3c5
ranoidea-01476_anon-1306	188	67	80	229	136	5	67	700	anon-1306
anura-06154_uce-6988	197	67	97	175	130	5	67	666	uce-6988
anura-06013_uce-5158	142	67	113	156	180	5	67	658	uce-5158
anura-00321_hus1	149	73	131	67	166	5	67	586	hus1
anura-02469_dennd4c-ex1	67	68	90	113	81	5	67	419	dennd4c
anura-01110_loc100497171	1393	66	218	1726	372	5	66	3775	loc100497171
ranoidea-02200_sart3l-ex1	859	89	66	789	1063	5	66	2866	sart3l
anura-02756_fermt1	732	66	169	1125	601	5	66	2693	fermt1
ranoidea-00037_nt5es	1143	66	93	698	517	5	66	2517	nt5es
ranoidea-04750_notch1-ex2	751	66	93	758	846	5	66	2514	notch1
anura-04004_tp53i3-ex4	864	66	133	490	470	5	66	2023	tp53i3
anura-04149_cul4a-ex2	378	66	403	317	305	5	66	1469	cul4a
ranoidea-05070_ttpal-ex2	410	66	141	448	386	5	66	1451	ttpal
ranoidea-01912_rbbp5	306	66	207	571	239	5	66	1389	rbbp5
ranoidea-04261_rgs4	311	66	74	380	147	5	66	978	rgs4
ranoidea-04131_cpe-ex2	284	66	75	277	267	5	66	969	cpe
anura-00725_fbxo3	268	66	98	236	286	5	66	954	fbxo3
anura-03478_prpf3-ex3	234	66	90	255	299	5	66	944	prpf3
ranoidea-05371_abcb7	233	66	228	136	228	5	66	891	abcb7
anura-05719_uce-1098	66	170	326	152	131	5	66	845	uce-1098
anura-03993_celf5	192	66	70	246	210	5	66	784	celf5
anura-05990_uce-4838	137	66	166	178	147	5	66	694	uce-4838
anura-05912_uce-3752	138	66	105	202	123	5	66	634	uce-3752
anura-04861_cdan1-ex1	131	66	126	136	172	5	66	631	cdan1
ranoidea-05819_dnah11-ex2	179	66	76	164	129	5	66	614	dnah11
ranoidea-03565_klhl17	143	66	97	136	96	5	66	538	klhl17
anura-05693_uce-0726	123	66	87	95	93	5	66	464	uce-0726
ranoidea-01318_arfgef2-ex1	80	66	90	122	76	5	66	434	arfgef2
ranoidea-05685_dyb-1-ex2	717	83	65	681	598	5	65	2144	dyb-1
ranoidea-03124_ipo4-ex6	517	65	67	619	512	5	65	1780	ipo4
anura-04432_cspg4	321	65	218	651	518	5	65	1773	cspg4
ranoidea-04492_abcc1l-ex2	349	65	181	480	432	5	65	1507	abcc1l
anura-01790_pex11g	455	65	103	506	272	5	65	1401	pex11g
ranoidea-04880_loc108699996-ex5	411	65	96	465	346	5	65	1383	loc108699996
anura-05064_ears2-ex2	418	159	65	268	319	5	65	1229	ears2
anura-06120_uce-6553	442	65	112	305	259	5	65	1183	uce-6553
ranoidea-01164_anon-1218	148	92	65	499	364	5	65	1168	anon-1218
ranoidea-04978_ncor1-ex3	259	65	100	273	423	5	65	1120	ncor1
anura-04568_clcn2-ex2	359	65	110	210	368	5	65	1112	clcn2
anura-00745_aspg-ex2	233	65	89	237	292	5	65	916	aspg
anura-02025_adamtsl5-ex1	190	87	65	294	271	5	65	907	adamtsl5
ranoidea-05218_dcaf4-ex1	274	65	70	204	227	5	65	840	dcaf4
anura-02884_she-ex2	282	84	65	126	192	5	65	749	she
ranoidea-05208_zmcm3-ex1	248	65	102	166	122	5	65	703	zmcm3
anura-05884_rcor3	153	65	126	125	155	5	65	624	rcor3
ranoidea-02166_gspt1	162	148	65	126	117	5	65	618	gspt1
ranoidea-03538_igsf3s-ex1	173	112	92	65	102	5	65	544	igsf3s
anura-05773_uce-1892	95	69	65	131	97	5	65	457	uce-1892
anura-01139_znhit2	1795	1445	64	2077	1517	5	64	6898	znhit2
anura-05531_sypl2	690	111	64	763	670	5	64	2298	sypl2
ranoidea-05128_tmem1102	564	64	188	496	504	5	64	1816	tmem1102
anura-02876_loc100487777	457	64	114	639	456	5	64	1730	loc100487777
anura-01459_anon-1431	276	64	165	359	220	5	64	1084	anon-1431
anura-00102_dync2h1-ex13	302	75	64	299	339	5	64	1079	dync2h1
anura-00139_slc35f2-ex1	423	64	165	185	136	5	64	973	slc35f2
anura-01606_use1	377	64	110	221	201	5	64	973	use1
ranoidea-01409_srsf5-ex2	74	64	80	297	269	5	64	784	srsf5
anura-02950_xdh-ex1	297	67	64	209	120	5	64	757	xdh
anura-03843_exoc6b-ex2	221	64	112	187	147	5	64	731	exoc6b
anura-04539_kdm5a-ex2	157	64	133	239	125	5	64	718	kdm5a
anura-05964_uce-4428	144	64	69	226	118	5	64	621	uce-4428
anura-05490_serinc2-ex3	82	64	91	212	114	5	64	563	serinc2
anura-04148_anon-2571	64	96	136	85	88	5	64	469	anon-2571
anura-05295_rtn4rl2	2664	63	214	2545	2224	5	63	7710	rtn4rl2
ranoidea-04007_rbm14-ex1	2004	63	127	1707	1312	5	63	5213	rbm14
ranoidea-05334_aasdh-ex1	1035	63	93	835	775	5	63	2801	aasdh
ranoidea-05149_loc108719977	83	63	67	85	2100	5	63	2398	loc108719977
anura-03309_mblac2	456	63	171	526	766	5	63	1982	mblac2
anura-03218_mpi-ex2	875	63	79	434	500	5	63	1951	mpi
ranoidea-01721_aqr-ex4	567	63	97	620	395	5	63	1742	aqr
anura-01155_mkrn1-ex4	364	63	101	474	442	5	63	1444	mkrn1
anura-04488_prrx2	301	63	160	345	348	5	63	1217	prrx2
anura-04920_lmnb1-ex2	261	63	100	241	376	5	63	1041	lmnb1
ranoidea-06846_nbea-ex1	286	63	77	299	283	5	63	1008	nbea
anura-01578_aldoc-ex2	264	63	133	298	233	5	63	991	aldoc
anura-03835_pola1-ex3	180	63	115	343	265	5	63	966	pola1
anura-02923_ddr2-ex1	354	63	112	211	206	5	63	946	ddr2
ranoidea-04397_pvrl1-ex3	265	63	107	286	214	5	63	935	pvrl1
ranoidea-00475_tomm70a-ex2	287	63	118	180	260	5	63	908	tomm70a
anura-01508_mtg2-ex2	228	63	119	316	162	5	63	888	mtg2
ranoidea-00340_ccdc148-ex2	132	63	94	134	299	5	63	722	ccdc148
anura-06054_cnot2	177	63	89	179	171	5	63	679	cnot2
ranoidea-02457_rasa1-ex2	130	63	110	192	147	5	63	642	rasa1
anura-05477_abcb1-ex1	128	111	63	64	221	5	63	587	abcb1
anura-06003_uce-4993	126	63	113	134	137	5	63	573	uce-4993
anura-01156_slc37a3	976	62	126	968	1000	5	62	3132	slc37a3
ranoidea-05265_iqcdl	1043	62	80	1198	603	5	62	2986	iqcdl
ranoidea-03507_anon-1941	786	62	121	787	985	5	62	2741	anon-1941
anura-03129_thbs4	781	123	62	905	712	5	62	2583	thbs4
ranoidea-03754_depdc7-ex3	1047	62	105	371	249	5	62	1834	depdc7
ranoidea-02795_anon-1702	444	62	256	500	325	5	62	1587	anon-1702
ranoidea-03472_tango6-ex1	378	62	160	445	189	5	62	1234	tango6
anura-03660_allc	241	62	70	328	250	5	62	951	allc
anura-01133_r3hdm4	254	62	126	310	153	5	62	905	r3hdm4
anura-03437_rfx2	275	62	94	148	306	5	62	885	rfx2
ranoidea-00926_kctd18-ex1	207	102	62	177	336	5	62	884	kctd18
ranoidea-07314_uce-0736	197	62	130	172	125	5	62	686	uce-0736
anura-03969_anon-2492	236	62	94	138	122	5	62	652	anon-2492
anura-02691_acads-ex2	161	62	134	99	167	5	62	623	acads
anura-06036_uce-5399	111	62	142	179	112	5	62	606	uce-5399
ranoidea-04209_ulk3-ex2	139	103	73	159	62	5	62	536	ulk3
anura-04999_kiaa1467	1603	61	119	1329	1193	5	61	4305	kiaa1467
ranoidea-05863_loc108713150	739	61	141	914	915	5	61	2770	loc108713150
ranoidea-00436_cdkl2l	834	61	130	694	446	5	61	2165	cdkl2l
anura-04542_trappc9-ex3	557	61	150	420	767	5	61	1955	trappc9
anura-01104_wdr1l	558	61	237	504	561	5	61	1921	wdr1l
anura-01722_mdn1-ex4	386	61	240	340	308	5	61	1335	mdn1
anura-01843_c7orf26	418	61	167	384	292	5	61	1322	c7orf26
anura-06066_uce-5797	323	61	168	247	222	5	61	1021	uce-5797
ranoidea-06325_lap3-ex2	214	61	92	357	201	5	61	925	lap3
anura-03075_nckap1l	287	61	98	179	264	5	61	889	nckap1l
anura-02141_bckdha-ex1	229	61	94	211	234	5	61	829	bckdha
anura-03801_myo5b-ex3	211	90	61	280	118	5	61	760	myo5b
ranoidea-05466_ilvbl-ex3	249	61	106	185	159	5	61	760	ilvbl
anura-05110_ddx41	192	64	61	190	181	5	61	688	ddx41
ranoidea-04791_rnf126	63	61	150	140	130	5	61	544	rnf126
anura-05799_thrb	109	61	75	126	91	5	61	462	thrb
anura-02937_ctgf	68	61	66	145	73	5	61	413	ctgf
ranoidea-04321_pak6	1574	60	123	1249	1262	5	60	4268	pak6
ranoidea-04882_anon-2389	1263	60	175	991	1152	5	60	3641	anon-2389
ranoidea-06403_celsr2	957	60	73	1270	785	5	60	3145	celsr2
anura-04662_sik2-ex2	852	60	130	809	768	5	60	2619	sik2
ranoidea-04611_c15orf26	752	60	112	681	690	5	60	2295	c15orf26
ranoidea-06257_loc100497855	613	69	60	791	544	5	60	2077	loc100497855
anura-00179_il17b-ex1	397	60	60	811	285	5	60	1613	il17b
anura-04647_lrrc42	603	60	97	290	552	5	60	1602	lrrc42
ranoidea-00169_anon-0915	399	60	198	442	245	5	60	1344	anon-0915
ranoidea-05935_anon-2720	215	60	133	409	499	5	60	1316	anon-2720
anura-03705_abcf1	420	110	60	341	352	5	60	1283	abcf1
ranoidea-06890_top3b-ex5	475	60	65	337	338	5	60	1275	top3b
ranoidea-00649_sidt2-ex2	143	60	102	501	407	5	60	1213	sidt2
ranoidea-01426_loc100491113	302	92	60	236	447	5	60	1137	loc100491113
anura-03624_gk5	300	80	60	275	287	5	60	1002	gk5
ranoidea-02722_xetrov90015179mg	213	60	84	340	267	5	60	964	xetrov90015179mg
anura-02946_myo102-ex4	498	60	60	160	162	5	60	940	myo102
anura-05793_uce-2120	230	60	120	256	247	5	60	913	uce-2120
anura-00695_trpc4ap-ex1	235	60	176	202	223	5	60	896	trpc4ap
ranoidea-02551_daam1-ex1	234	60	97	154	240	5	60	785	daam1
ranoidea-03024_cfap69-ex1	246	60	130	195	115	5	60	746	cfap69
ranoidea-01815_acsl4-ex1	216	60	118	131	173	5	60	698	acsl4
